year,experiment,source,rep,date,location,species,frequency,behaviour,initials,citation_DOI
2021,balcony birdwatching,full,27,2021-10-06,"Sao Paolo, Brazil",Coragyps atratus,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,70,2021-10-08,"Sao Paolo, Brazil",Coragyps atratus,3,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,90,2021-10-10,"Sao Paolo, Brazil",Coragyps atratus,3,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,24,2021-10-06,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,30,2021-10-06,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,49,2021-10-07,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,51,2021-10-07,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,69,2021-10-08,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,85,2021-10-10,"Sao Paolo, Brazil",Pygochelidon cyanoleuca,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,50,2021-10-07,"Sao Paolo, Brazil",Forpus xanthopterygius,2,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,64,2021-10-07,"Sao Paolo, Brazil",Forpus xanthopterygius,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,2,2021-10-05,"Sao Paolo, Brazil",Zenaida auriculata,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,11,2021-10-05,"Sao Paolo, Brazil",Zenaida auriculata,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,25,2021-10-06,"Sao Paolo, Brazil",Zenaida auriculata,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,46,2021-10-07,"Sao Paolo, Brazil",Zenaida auriculata,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,89,2021-10-10,"Sao Paolo, Brazil",Zenaida auriculata,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,92,2021-10-10,"Sao Paolo, Brazil",Zenaida auriculata,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,3,2021-10-05,"Sao Paolo, Brazil",Leptotila rufaxila,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,93,2021-10-10,"Sao Paolo, Brazil",Leptotila rufaxila,4,foraging,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,10,2021-10-05,"Sao Paolo, Brazil",Pitangus sulphuratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,61,2021-10-07,"Sao Paolo, Brazil",Pitangus sulphuratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,68,2021-10-08,"Sao Paolo, Brazil",Pitangus sulphuratus,4,intraspecific interaction,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,79,2021-10-08,"Sao Paolo, Brazil",Pitangus sulphuratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,96,2021-10-10,"Sao Paolo, Brazil",Pitangus sulphuratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,8,2021-10-05,"Sao Paolo, Brazil",Troglodytes aedon,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,33,2021-10-06,"Sao Paolo, Brazil",Troglodytes aedon,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,74,2021-10-08,"Sao Paolo, Brazil",Troglodytes aedon,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,99,2021-10-10,"Sao Paolo, Brazil",Troglodytes aedon,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,22,2021-10-06,"Sao Paolo, Brazil",Turdus leucomelas,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,71,2021-10-08,"Sao Paolo, Brazil",Turdus leucomelas,3,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,91,2021-10-10,"Sao Paolo, Brazil",Turdus leucomelas,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,42,2021-10-06,"Sao Paolo, Brazil",Brotogeris tirica,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,87,2021-10-10,"Sao Paolo, Brazil",Brotogeris tirica,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,97,2021-10-10,"Sao Paolo, Brazil",Brotogeris tirica,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,57,2021-10-07,"Sao Paolo, Brazil",Columbina talpacoti,3,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,73,2021-10-08,"Sao Paolo, Brazil",Columbina talpacoti,2,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,4,2021-10-05,"Sao Paolo, Brazil",Turdus rufiventris,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,7,2021-10-05,"Sao Paolo, Brazil",Turdus rufiventris,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,14,2021-10-05,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,31,2021-10-06,"Sao Paolo, Brazil",Turdus rufiventris,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,34,2021-10-06,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,35,2021-10-06,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,38,2021-10-06,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,44,2021-10-06,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,47,2021-10-07,"Sao Paolo, Brazil",Turdus rufiventris,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,54,2021-10-07,"Sao Paolo, Brazil",Turdus rufiventris,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,59,2021-10-07,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,66,2021-10-07,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,75,2021-10-08,"Sao Paolo, Brazil",Turdus rufiventris,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,77,2021-10-08,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,78,2021-10-08,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,86,2021-10-10,"Sao Paolo, Brazil",Turdus rufiventris,1,foraging,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,95,2021-10-10,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,100,2021-10-10,"Sao Paolo, Brazil",Turdus rufiventris,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,1,2021-10-05,"Sao Paolo, Brazil",Funarius rufus,1,foraging,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,20,2021-10-05,"Sao Paolo, Brazil",Funarius rufus,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,39,2021-10-06,"Sao Paolo, Brazil",Funarius rufus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,45,2021-10-06,"Sao Paolo, Brazil",Funarius rufus,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,56,2021-10-07,"Sao Paolo, Brazil",Funarius rufus,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,63,2021-10-07,"Sao Paolo, Brazil",Funarius rufus,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,82,2021-10-08,"Sao Paolo, Brazil",Funarius rufus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,103,2021-10-10,"Sao Paolo, Brazil",Funarius rufus,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,5,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,2,foraging,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,6,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,3,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,9,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,12,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,3,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,13,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,15,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,17,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,19,2021-10-05,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,21,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,2,aggression,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,23,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,3,foraging,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,26,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,28,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,1,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,32,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,36,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,37,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,43,2021-10-06,"Sao Paolo, Brazil",Thraupis sayaca,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,48,2021-10-07,"Sao Paolo, Brazil",Thraupis sayaca,2,perching,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,55,2021-10-07,"Sao Paolo, Brazil",Thraupis sayaca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,58,2021-10-07,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,60,2021-10-07,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,72,2021-10-08,"Sao Paolo, Brazil",Thraupis sayaca,2,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,76,2021-10-08,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,84,2021-10-10,"Sao Paolo, Brazil",Thraupis sayaca,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,88,2021-10-10,"Sao Paolo, Brazil",Thraupis sayaca,2,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,104,2021-10-10,"Sao Paolo, Brazil",Thraupis sayaca,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,16,2021-10-05,"Sao Paolo, Brazil",Amazona aestiva,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,18,2021-10-05,"Sao Paolo, Brazil",Amazona aestiva,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,52,2021-10-07,"Sao Paolo, Brazil",Amazona aestiva,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,62,2021-10-07,"Sao Paolo, Brazil",Amazona aestiva,3,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,98,2021-10-10,"Sao Paolo, Brazil",Amazona aestiva,2,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,40,2021-10-06,"Sao Paolo, Brazil",NA,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,41,2021-10-06,"Sao Paolo, Brazil",NA,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,53,2021-10-07,"Sao Paolo, Brazil",NA,3,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,67,2021-10-07,"Sao Paolo, Brazil",NA,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,80,2021-10-08,"Sao Paolo, Brazil",NA,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,81,2021-10-08,"Sao Paolo, Brazil",NA,1,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,101,2021-10-10,"Sao Paolo, Brazil",NA,X,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,102,2021-10-10,"Sao Paolo, Brazil",NA,X,inactive,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,29,2021-10-06,"Sao Paolo, Brazil",NA,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,94,2021-10-10,"Sao Paolo, Brazil",NA,1,flying,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,65,2021-10-07,"Sao Paolo, Brazil",Picumnus cirratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,83,2021-10-08,"Sao Paolo, Brazil",Picumnus cirratus,1,vocalizing,AAM,10.6084/m9.figshare.16785871
2021,balcony birdwatching,full,12,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,1,flying,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,1,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,3,inactive,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,2,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,2,intraspecific interaction,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,3,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,3,foraging,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,4,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,5,foraging,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,5,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,4,foraging,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,6,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,3,foraging,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,7,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,2,inactive,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,8,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,1,swimming,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,10,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,1,perching,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,9,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,1,foraging,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,11,2021-09-17,"256 Centennial Park Rd., Etobicoke, Ontario, CAN",NA,1,perching,DL,10.6084/m9.figshare.16799623
2021,balcony birdwatching,full,11,2021-09-20,"Claireville Conservation, Brampton, Ontario",Spinus tristis,6,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,12,2021-09-20,"Claireville Conservation, Brampton, Ontario",Spinus tristis,2,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,49,2021-09-25,"Toogood Pond, Markham, Ontario",Spinus tristis,1,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,50,2021-09-25,"Toogood Pond, Markham, Ontario",Spinus tristis,2,none,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,51,2021-09-25,"Toogood Pond, Markham, Ontario",Spinus tristis,1,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,70,2021-09-28,"Simcoe Point, Pickering, Ontario",Spinus tristis,2,none,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,71,2021-09-28,"Simcoe Point, Pickering, Ontario",Spinus tristis,1,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,88,2021-10-03,"Coxwell Ravine Park, East York, Ontario",Spinus tristis,1,none,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,89,2021-10-03,"Coxwell Ravine Park, East York, Ontario",Spinus tristis,2,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,30,2021-09-23,"Rouge Park, Scarborough, Ontario",Turdus migratorius,2,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,46,2021-09-25,"Toogood Pond, Markham, Ontario",Turdus migratorius,3,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,47,2021-09-25,"Toogood Pond, Markham, Ontario",Turdus migratorius,2,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,62,2021-09-28,"Simcoe Point, Pickering, Ontario",Turdus migratorius,4,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,82,2021-10-03,"Coxwell Ravine Park, East York, Ontario",Turdus migratorius,2,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,83,2021-10-03,"Coxwell Ravine Park, East York, Ontario",Turdus migratorius,2,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,105,2021-10-07,"Rouge Park, Scarborough, Ontario",Turdus migratorius,4,inactive,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,106,2021-10-07,"Rouge Park, Scarborough, Ontario",Turdus migratorius,1,flying,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,107,2021-10-07,"Rouge Park, Scarborough, Ontario",Turdus migratorius,1,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,10,2021-09-20,"Claireville Conservation, Brampton, Ontario",Poecile atricapillus,4,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,10,2021-09-20,"Claireville Conservation, Brampton, Ontario",Poecile atricapillus,4,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,10,2021-09-20,"Claireville Conservation, Brampton, Ontario",Poecile atricapillus,4,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,10,2021-09-20,"Claireville Conservation, Brampton, Ontario",Poecile atricapillus,4,foraging,JK,10.6084/m9.figshare.16804525
2021,balcony birdwatching,full,10,2021-09-20,"Claireville Conservation, Brampton, Ontario",Poecile atricapillus,4,foraging,JK,10.6084/m9.figshare.16804525
